Percent Of Enrollments from Low-Income Families,,,,,,,,,
,,,,,,,,,
School Level,,,,,,,,,
Year: 2021-2022,,,,,,,,,
SUBMITTING AUN,LEA NAME,LEA TYPE,SCHOOL NUMBER,SCHOOL NAME,TOTAL ENROLLMENT,LOW INCOME ENROLLMENT,PERCENT OF ENROLLMENT FROM LOW INCOME FAMILIES,,
101631703,Canon-McMillan SD,SD,7764,North Strabane Intrmd Sch,409,94,23.0%,,
101631703,Canon-McMillan SD,SD,4937,South Central El,437,168,38.4%,,
101631703,Canon-McMillan SD,SD,4214,Wylandville El Sch,264,46,17.4%,,
117081003,Canton Area SD,SD,5303,Canton Area El Sch,440,154,35.0%,,
117081003,Canton Area SD,SD,0988,Canton JSHS,417,129,30.9%,,
115000000,Capital Area IU 15,IU,0000,Capital Area IU 15,324,144,44.4%,,
115227010,Capital Area School for the Arts CS,CS,8278,Capital Area School for the Arts CS,192,17,8.9%,,
121131507,Carbon Career & Technical Institute,CTC,4870,Carbon Career & Technical Institute,375,87,23.2%,,
119351303,Carbondale Area SD,SD,2420,Carbondale Area JSHS,765,497,65.0%,,
119351303,Carbondale Area SD,SD,7457,Carbondale El Sch,689,403,58.5%,,
121000000,Carbon-Lehigh IU 21,IU,0000,Carbon-Lehigh IU 21,456,206,45.2%,,
120483007,Career Institute of Technology,CTC,5109,Career Institute of Technology,576,241,41.8%,,
115211103,Carlisle Area SD,SD,1692,Bellaire El Sch,403,173,42.9%,,
115211103,Carlisle Area SD,SD,1694,Carlisle Area HS,1534,577,37.6%,,
115211103,Carlisle Area SD,SD,1689,Crestview El Sch,485,160,33.0%,,
115211103,Carlisle Area SD,SD,1691,Hamilton El Sch,381,197,51.7%,,
115211103,Carlisle Area SD,SD,7011,Lamberton MS,542,216,39.9%,,
115211103,Carlisle Area SD,SD,1683,Letort El Sch,259,120,46.3%,,
115211103,Carlisle Area SD,SD,1690,Mooreland El Sch,329,121,36.8%,,
115211103,Carlisle Area SD,SD,1686,Mt Holly Springs El Sch,228,115,50.4%,,
115211103,Carlisle Area SD,SD,1687,North Dickinson El Sch,188,56,29.8%,,
115211103,Carlisle Area SD,SD,7010,Wilson MS,568,282,49.6%,,
103021603,Carlynton SD,SD,0079,Carlynton JSHS,597,316,52.9%,,
103021603,Carlynton SD,SD,0077,Carnegie El Sch,371,283,76.3%,,
103021603,Carlynton SD,SD,0078,Crafton El Sch,323,133,41.2%,,
101301303,Carmichaels Area SD,SD,7315,Carmichaels Area El Ctr,466,277,59.4%,,
101301303,Carmichaels Area SD,SD,7112,Carmichaels Area HS,307,144,46.9%,,
101301303,Carmichaels Area SD,SD,8345,Carmichaels Area MS,216,112,51.9%,,
102024758,Catalyst Academy CS,CS,8472,Catalyst Academy CS,180,145,80.6%,,
121391303,Catasauqua Area SD,SD,2797,Catasauqua MS,453,260,57.4%,,
121391303,Catasauqua Area SD,SD,2798,Catasauqua SHS,498,256,51.4%,,
121391303,Catasauqua Area SD,SD,6593,Francis H Sheckler El Sch,532,276,51.9%,,
122092002,Centennial SD,SD,8222,Davis El Sch,757,266,35.1%,,
122092002,Centennial SD,SD,7271,Klinger MS,588,234,39.8%,,
122092002,Centennial SD,SD,7274,Log College MS,591,261,44.2%,,
122092002,Centennial SD,SD,5007,McDonald El Sch,792,378,47.7%,,
122092002,Centennial SD,SD,1040,William Tennent HS,1814,663,36.5%,,
122092002,Centennial SD,SD,8200,Willow Dale El Sch,721,344,47.7%,,
122090001,Center for Student Learning CS at Pennsb,CS,7726,Center for Student Lrng CS Pennsbury,163,133,81.6%,,
122092102,Central Bucks SD,SD,4683,Barclay El Sch,695,178,25.6%,,
122092102,Central Bucks SD,SD,7796,Bridge Valley El Sch,683,28,4.1%,,
122092102,Central Bucks SD,SD,1044,Buckingham El Sch,454,15,3.3%,,
122092102,Central Bucks SD,SD,1081,Butler El Sch,817,64,7.8%,,
122092102,Central Bucks SD,SD,5133,Central Bucks HS-East,1385,130,9.4%,,
122092102,Central Bucks SD,SD,7790,Central Bucks HS-South,1722,241,14.0%,,
122092102,Central Bucks SD,SD,1043,Central Bucks HS-West,1507,246,16.3%,,
122092102,Central Bucks SD,SD,7435,Cold Spring El Sch,477,15,3.1%,,
122092102,Central Bucks SD,SD,4852,Doyle El Sch,437,49,11.2%,,
122092102,Central Bucks SD,SD,1048,Gayman El Sch,416,12,2.9%,,
122092102,Central Bucks SD,SD,7653,Groveland El Sch,816,142,17.4%,,
122092102,Central Bucks SD,SD,5307,Holicong MS,956,84,8.8%,,
122092102,Central Bucks SD,SD,7520,Jamison El Sch,558,30,5.4%,,
122092102,Central Bucks SD,SD,1047,Kutz El Sch,484,20,4.1%,,
122092102,Central Bucks SD,SD,1041,Lenape MS,866,117,13.5%,,
122092102,Central Bucks SD,SD,1057,Linden El Sch,394,23,5.8%,,
122092102,Central Bucks SD,SD,7654,Mill Creek El Sch,721,29,4.0%,,
122092102,Central Bucks SD,SD,5306,Pine Run El Sch,483,27,5.6%,,
122092102,Central Bucks SD,SD,1042,Tamanend MS,841,140,16.6%,,
122092102,Central Bucks SD,SD,1131,Titus El Sch,591,57,9.6%,,
122092102,Central Bucks SD,SD,7715,Tohickon MS,878,121,13.8%,,
122092102,Central Bucks SD,SD,4678,Unami MS,806,68,8.4%,,
122092102,Central Bucks SD,SD,1132,Warwick El Sch,522,53,10.2%,,
108111303,Central Cambria SD,SD,6646,Cambria El Sch,454,181,39.9%,,
108111303,Central Cambria SD,SD,1208,Central Cambria HS,571,188,32.9%,,
108111303,Central Cambria SD,SD,1202,Central Cambria MS,369,133,36.0%,,
108111303,Central Cambria SD,SD,1205,Jackson El Sch,197,73,37.1%,,
116191503,Central Columbia SD,SD,7201,Central Columbia El Sch,679,192,28.3%,,
116191503,Central Columbia SD,SD,5390,Central Columbia MS,617,194,31.4%,,
116191503,Central Columbia SD,SD,1619,Central Columbia SHS,606,113,18.6%,,
115221402,Central Dauphin SD,SD,1744,Central Dauphin East MS,790,594,75.2%,,
115221402,Central Dauphin SD,SD,1746,Central Dauphin East SHS,1539,1006,65.4%,,
115221402,Central Dauphin SD,SD,7820,Central Dauphin MS,791,244,30.8%,,
115221402,Central Dauphin SD,SD,1745,Central Dauphin SHS,1874,532,28.4%,,
115221402,Central Dauphin SD,SD,1812,Chambers Hill El Sch,251,175,69.7%,,
115221402,Central Dauphin SD,SD,7306,Lawnton El Sch,293,236,80.5%,,
115221402,Central Dauphin SD,SD,1777,Linglestown El Sch,404,146,36.1%,,
115221402,Central Dauphin SD,SD,6783,Linglestown MS,813,358,44.0%,,
115221402,Central Dauphin SD,SD,1791,Middle Paxton El Sch,272,80,29.4%,,
115221402,Central Dauphin SD,SD,1782,Mountain View El Sch,375,187,49.9%,,
115221402,Central Dauphin SD,SD,1781,North Side El Sch,683,352,51.5%,,
115221402,Central Dauphin SD,SD,1795,Paxtang El Sch,191,121,63.4%,,
115221402,Central Dauphin SD,SD,1778,Paxtonia El Sch,665,229,34.4%,,
115221402,Central Dauphin SD,SD,1779,Phillips El Sch,394,264,67.0%,,
115221402,Central Dauphin SD,SD,1811,Rutherford El Sch,417,310,74.3%,,
115221402,Central Dauphin SD,SD,1780,South Side El Sch,806,632,78.4%,,
115221402,Central Dauphin SD,SD,1742,Swatara MS,611,467,76.4%,,
115221402,Central Dauphin SD,SD,5320,Tri-Community El Sch,410,341,83.2%,,
115221402,Central Dauphin SD,SD,1817,West Hanover El Sch,557,135,24.2%,,
111291304,Central Fulton SD,SD,2248,McConnellsburg El Sch,421,203,48.2%,,
111291304,Central Fulton SD,SD,6252,McConnellsburg HS,264,109,41.3%,,
111291304,Central Fulton SD,SD,7734,McConnellsburg MS,232,104,44.8%,,
101301403,Central Greene SD,SD,6010,Miller MS,242,108,44.6%,,
101301403,Central Greene SD,SD,7476,Waynesburg Central El School,744,391,52.6%,,
101301403,Central Greene SD,SD,5118,Waynesburg Central HS,501,210,41.9%,,
110000000,Central IU 10,IU,0000,Central IU 10,45,12,26.7%,,
123460957,Central Montco Technical High School,CTC,4967,Central Montco Technical High School,836,501,59.9%,,
108070001,Central PA Digital Learning Foundation C,CS,7720,Central PA Digital Lrng Foundation CS,135,135,100.0%,,
110141607,Central PA Institute of Science & Techno,CTC,5094,Central PA Institute of Science & Techno,501,218,43.5%,,
116000000,Central Susquehanna IU 16,IU,0000,Central Susquehanna IU 16,533,0,0.0%,,
127042003,Central Valley SD,SD,8045,Center Grange Primary School,482,94,19.5%,,
127042003,Central Valley SD,SD,8044,Central Valley HS,750,173,23.1%,,
127042003,Central Valley SD,SD,8043,Central Valley MS,531,121,22.8%,,
127042003,Central Valley SD,SD,8046,Todd Lane El Sch,523,132,25.2%,,
107651207,Central Westmoreland CTC,CTC,6172,Central Westmoreland CTC,1083,468,43.2%,,
112671303,Central York SD,SD,4545,Central York HS,1810,560,30.9%,,
112671303,Central York SD,SD,4544,Central York MS,896,319,35.6%,,
112671303,Central York SD,SD,4537,Hayshire El Sch,518,287,55.4%,,
112671303,Central York SD,SD,4540,North Hills El Sch,604,254,42.1%,,
112671303,Central York SD,SD,4539,Roundtown El Sch,617,125,20.3%,,
112671303,Central York SD,SD,7696,Sinking Springs El Sch,606,179,29.5%,,
112671303,Central York SD,SD,5088,Stony Brook El Sch,480,192,40.0%,,
110143060,Centre Learning Community CS,CS,7552,Centre Learning Community CS,63,16,25.4%,,
112281302,Chambersburg Area SD,SD,8047,Benjamin Chambers El Sch,526,392,74.5%,,
112281302,Chambersburg Area SD,SD,2192,Buchanan El Sch,269,217,80.7%,,
112281302,Chambersburg Area SD,SD,8244,Chambersburg Area Career Magnet Sch,690,229,33.2%,,
112281302,Chambersburg Area SD,SD,2190,Chambersburg Area MS - North,1105,560,50.7%,,
112281302,Chambersburg Area SD,SD,6615,Chambersburg Area MS - South,1019,541,53.1%,,
112281302,Chambersburg Area SD,SD,2191,Chambersburg Area SHS,2286,1037,45.4%,,
112281302,Chambersburg Area SD,SD,4825,Falling Spring El Sch,265,137,51.7%,,
112281302,Chambersburg Area SD,SD,6273,Fayetteville El Sch,441,240,54.4%,,
112281302,Chambersburg Area SD,SD,2208,Grandview El Sch,278,175,62.9%,,
112281302,Chambersburg Area SD,SD,2215,Guilford Hills El Sch,198,70,35.4%,,
112281302,Chambersburg Area SD,SD,6274,Hamilton Heights El Sch,540,272,50.4%,,
112281302,Chambersburg Area SD,SD,2225,Lurgan El Sch,142,72,50.7%,,
112281302,Chambersburg Area SD,SD,8375,Marion El Sch,191,109,57.1%,,
112281302,Chambersburg Area SD,SD,8324,New Franklin El Sch,203,107,52.7%,,
112281302,Chambersburg Area SD,SD,2209,Scotland El Sch,385,130,33.8%,,
112281302,Chambersburg Area SD,SD,2216,South Hamilton El Sch,254,110,43.3%,,
112281302,Chambersburg Area SD,SD,2196,Stevens El Sch,310,265,85.5%,,
101631803,Charleroi SD,SD,7258,Charleroi Area El Ctr,556,353,63.5%,,
101631803,Charleroi SD,SD,4715,Charleroi Area HS,458,217,47.4%,,
101631803,Charleroi SD,SD,7157,Charleroi Area MS,346,198,57.2%,,
103021752,Chartiers Valley SD,SD,6706,Chartiers Valley HS,983,294,29.9%,,
103021752,Chartiers Valley SD,SD,7415,Chartiers Valley Intrmd School,769,221,28.7%,,
103021752,Chartiers Valley SD,SD,0094,Chartiers Valley MS,721,231,32.0%,,
103021752,Chartiers Valley SD,SD,7445,Chartiers Valley Primary Sch,855,225,26.3%,,
101631903,Chartiers-Houston SD,SD,4234,Allison Park El Sch,663,172,25.9%,,
101631903,Chartiers-Houston SD,SD,4235,Chartiers-Houston JSHS,491,149,30.3%,,
123461302,Cheltenham SD,SD,5250,Cedarbrook MS,714,264,37.0%,,
123461302,Cheltenham SD,SD,3250,Cheltenham El Sch,373,161,43.2%,,
123461302,Cheltenham SD,SD,3260,Cheltenham HS,1381,506,36.6%,,
123461302,Cheltenham SD,SD,3257,Elkins Park Sch,631,236,37.4%,,
123461302,Cheltenham SD,SD,3256,Glenside El Sch,396,138,34.8%,,
123461302,Cheltenham SD,SD,3252,Myers El Sch,290,134,46.2%,,
123461302,Cheltenham SD,SD,3255,Wyncote El Sch,351,110,31.3%,,
125236827,Chester Charter Scholars Academy CS,CS,8258,Chester Charter Scholars Academy CS,692,578,83.5%,,
124152880,Chester Co Family Academy CS,CS,7514,Chester Co Family Academy CS,62,54,87.1%,,
125232950,Chester Community CS,CS,7539,Chester Community CS,4550,4550,100.0%,,
124000000,Chester County IU 24,IU,0000,Chester County IU 24,801,449,56.1%,,
124151607,Chester County Technical College HS,CTC,7292,Chester Co Technical College HS-Brandywi,968,304,31.4%,,
124151607,Chester County Technical College HS,CTC,7860,Chester Co Technical College HS-Pennocks,793,305,38.5%,,
124151607,Chester County Technical College HS,CTC,7293,Chester Co Technical College HS-Pickerin,418,128,30.6%,,
125231232,Chester-Upland SD,SD,6492,Chester HS,961,927,96.5%,,
125231232,Chester-Upland SD,SD,8020,Chester Upland Sch of Arts,481,467,97.1%,,
125231232,Chester-Upland SD,SD,1958,Main Street Sch,294,283,96.3%,,
125231232,Chester-Upland SD,SD,8303,STEM at Showalter,414,401,96.9%,,
125231232,Chester-Upland SD,SD,1829,Stetser El Sch,244,229,93.9%,,
125231232,Chester-Upland SD,SD,8302,Toby Farms Intermediate School,330,324,98.2%,,
108051503,Chestnut Ridge SD,SD,0730,Chestnut Ridge Central El Sch,297,145,48.8%,,
108051503,Chestnut Ridge SD,SD,0729,Chestnut Ridge MS,417,189,45.3%,,
108051503,Chestnut Ridge SD,SD,0732,Chestnut Ridge SHS,517,212,41.0%,,
125231303,Chichester SD,SD,1843,Boothwyn El Sch,257,94,36.6%,,
125231303,Chichester SD,SD,7276,Chichester MS,967,650,67.2%,,
125231303,Chichester SD,SD,1849,Chichester SHS,981,627,63.9%,,
125231303,Chichester SD,SD,5322,Hilltop El Sch,315,118,37.5%,,
125231303,Chichester SD,SD,1847,Linwood El Sch,252,146,57.9%,,
125231303,Chichester SD,SD,1893,Marcus Hook El Sch,278,171,61.5%,,
126513160,Christopher Columbus CS,CS,7575,Christopher Columbus CS,861,230,26.7%,,
121394017,Circle of Seasons CS,CS,8262,Circle of Seasons CS,407,97,23.8%,,
102020001,City CHS,CS,7727,City CHS,577,342,59.3%,,
103021903,Clairton City SD,SD,7371,Clairton El Sch,378,263,69.6%,,
103021903,Clairton City SD,SD,8094,Clairton MS/HS,431,353,81.9%,,
106161203,Clarion Area SD,SD,5217,Clarion Area El Sch,392,224,57.1%,,
106161203,Clarion Area SD,SD,1475,Clarion Area JSHS,340,136,40.0%,,
106161357,Clarion County Career Center,CTC,6909,Clarion County Career Center,339,144,42.5%,,
106161703,Clarion-Limestone Area SD,SD,1480,Clarion-Limestone Area JSHS,365,151,41.4%,,
106161703,Clarion-Limestone Area SD,SD,1479,Clarion-Limestone El Sch,425,198,46.6%,,
108071504,Claysburg-Kimmel SD,SD,7374,Claysburg-Kimmel El Sch,385,231,60.0%,,
108071504,Claysburg-Kimmel SD,SD,0921,Claysburg-Kimmel HS,392,202,51.5%,,
110171003,Clearfield Area SD,SD,8315,Clearfield Area El Sch,1057,891,84.3%,,
110171003,Clearfield Area SD,SD,6236,Clearfield Area JSHS,1046,601,57.5%,,
110171607,Clearfield County CTC,CTC,5276,Clearfield County CTC,388,206,53.1%,,
124151902,Coatesville Area SD,SD,1376,Caln El Sch,401,261,65.1%,,
124151902,Coatesville Area SD,SD,5012,Coatesville Area SHS,1404,637,45.4%,,
124151902,Coatesville Area SD,SD,8416,Coatesville Intermediate HS,886,482,54.4%,,
124151902,Coatesville Area SD,SD,1374,East Fallowfield El Sch,352,222,63.1%,,
124151902,Coatesville Area SD,SD,1375,Kings Highway El Sch,493,276,56.0%,,
124151902,Coatesville Area SD,SD,8467,North Brandywine MS,393,219,55.7%,,
124151902,Coatesville Area SD,SD,1370,Rainbow El Sch,727,459,63.1%,,
124151902,Coatesville Area SD,SD,7334,Reeceville El Sch,350,240,68.6%,,
124151902,Coatesville Area SD,SD,7767,Scott MS,373,219,58.7%,,
113361303,Cocalico SD,SD,2510,Adamstown El Sch,401,151,37.7%,,
113361303,Cocalico SD,SD,6289,Cocalico MS,721,260,36.1%,,
113361303,Cocalico SD,SD,6290,Cocalico SHS,1016,350,34.4%,,
113361303,Cocalico SD,SD,2506,Denver El Sch,452,185,40.9%,,
113361303,Cocalico SD,SD,5053,Reamstown El Sch,383,132,34.5%,,
124153320,Collegium CS,CS,7628,Collegium CS,2860,1310,45.8%,,
120000000,Colonial IU 20,IU,0000,Colonial IU 20,1435,1030,71.8%,,
123461602,Colonial SD,SD,7143,Colonial El Sch,845,173,20.5%,,
123461602,Colonial SD,SD,5077,Colonial MS,1162,278,23.9%,,
123461602,Colonial SD,SD,3261,Conshohocken El Sch,207,63,30.4%,,
123461602,Colonial SD,SD,4711,Plymouth El Sch,574,132,23.0%,,
123461602,Colonial SD,SD,3333,Plymouth-Whitemarsh SHS,1504,365,24.3%,,
123461602,Colonial SD,SD,3332,Ridge Park El Sch,533,89,16.7%,,
123461602,Colonial SD,SD,3411,Whitemarsh El Sch,440,39,8.9%,,
113361503,Columbia Borough SD,SD,2515,Columbia HS,412,259,62.9%,,
113361503,Columbia Borough SD,SD,8326,Columbia MS,387,240,62.0%,,
113361503,Columbia Borough SD,SD,7056,Park El Sch,467,344,73.7%,,
116191757,Columbia-Montour AVTS,CTC,5178,Columbia-Montour AVTS,620,271,43.7%,,
104431304,Commodore Perry SD,SD,6122,Commodore Perry JSHS,185,88,47.6%,,
104431304,Commodore Perry SD,SD,7450,Commodore Perry Sch,237,133,56.1%,,
115220002,Commonwealth Charter Academy CS,CS,7774,Commonwealth Charter Academy CS,18090,9319,51.5%,,
126512840,Community Academy of Philadelphia CS,CS,7510,Community Academy of Philadelphia CS,1221,1141,93.4%,,
108561803,Conemaugh Township Area SD,SD,3977,Conemaugh Twp Area El Sch,390,167,42.8%,,
108561803,Conemaugh Township Area SD,SD,3978,Conemaugh Twp Area MS/SHS,512,204,39.8%,,
108111403,Conemaugh Valley SD,SD,5213,Conemaugh Valley El Sch,395,231,58.5%,,
108111403,Conemaugh Valley SD,SD,5136,Conemaugh Valley JSHS,300,154,51.3%,,
113361703,Conestoga Valley SD,SD,2517,Brownstown El Sch,511,142,27.8%,,
113361703,Conestoga Valley SD,SD,2532,Conestoga Valley SHS,1280,394,30.8%,,
113361703,Conestoga Valley SD,SD,5113,Fritz El Sch,630,265,42.1%,,
113361703,Conestoga Valley SD,SD,2531,Gerald G Huesken MS,663,244,36.8%,,
113361703,Conestoga Valley SD,SD,2522,Leola El Sch,367,171,46.6%,,
113361703,Conestoga Valley SD,SD,2521,Smoketown El Sch,557,217,39.0%,,
112011603,Conewago Valley SD,SD,6268,Conewago Twp El Sch,495,184,37.2%,,
112011603,Conewago Valley SD,SD,7822,Conewago Valley Intrmd Sch,845,363,43.0%,,
112011603,Conewago Valley SD,SD,6267,New Oxford El Sch,600,258,43.0%,,
112011603,Conewago Valley SD,SD,6898,New Oxford MS,632,259,41.0%,,
112011603,Conewago Valley SD,SD,0017,New Oxford SHS,1242,462,37.2%,,
105201033,Conneaut SD,SD,8224,Conneaut Area Senior High,616,277,45.0%,,
105201033,Conneaut SD,SD,8225,Conneaut Lake MS,300,129,43.0%,,
105201033,Conneaut SD,SD,6132,Conneaut Lake-Sadsbury El Sch,328,33,10.1%,,
105201033,Conneaut SD,SD,6133,Conneaut Valley El Sch,329,30,9.1%,,
105201033,Conneaut SD,SD,8226,Conneaut Valley MS,281,132,47.0%,,
101266007,Connellsville Area Career & Technical Ce,CTC,6643,Connellsville Area Career & Technical Ce,492,288,58.5%,,
101261302,Connellsville Area SD,SD,2097,Bullskin El Sch,386,176,45.6%,,
101261302,Connellsville Area SD,SD,2105,Connellsville Area MS,967,519,53.7%,,
101261302,Connellsville Area SD,SD,5228,Connellsville Area SHS,1136,556,48.9%,,
101261302,Connellsville Area SD,SD,5048,Dunbar Twp El Sch,586,342,58.4%,,
101261302,Connellsville Area SD,SD,2172,Springfield El Sch,315,181,57.5%,,
101261302,Connellsville Area SD,SD,4939,West Crawford El Sch,486,316,65.0%,,
114061103,Conrad Weiser Area SD,SD,7284,Conrad Weiser East El Sch,446,137,30.7%,,
114061103,Conrad Weiser Area SD,SD,0777,Conrad Weiser HS,809,244,30.2%,,
114061103,Conrad Weiser Area SD,SD,7651,Conrad Weiser MS,766,268,35.0%,,
114061103,Conrad Weiser Area SD,SD,5203,Conrad Weiser West El Sch,416,205,49.3%,,
103022103,Cornell SD,SD,6944,Cornell El Sch,257,194,75.5%,,
103022103,Cornell SD,SD,8087,Cornell HS,256,172,67.2%,,
113381303,Cornwall-Lebanon SD,SD,4800,Cedar Crest HS,1621,587,36.2%,,
113381303,Cornwall-Lebanon SD,SD,6301,Cedar Crest MS,1238,487,39.3%,,
113381303,Cornwall-Lebanon SD,SD,6302,Cornwall El Sch,533,153,28.7%,,
113381303,Cornwall-Lebanon SD,SD,2728,Ebenezer El Sch,551,242,43.9%,,
113381303,Cornwall-Lebanon SD,SD,2729,South Lebanon El Sch,605,208,34.4%,,
113381303,Cornwall-Lebanon SD,SD,7300,Union Canal El Sch,459,240,52.3%,,
105251453,Corry Area SD,SD,1998,Corry Area HS,617,362,58.7%,,
105251453,Corry Area SD,SD,1997,Corry Area Intrmd Sch,398,245,61.6%,,
105251453,Corry Area SD,SD,7793,Corry Area MS,408,225,55.1%,,
105251453,Corry Area SD,SD,8311,Corry Area Primary Sch,437,315,72.1%,,
109531304,Coudersport Area SD,SD,3868,Coudersport Area El Sch,365,179,49.0%,,
109531304,Coudersport Area SD,SD,3869,Coudersport Area JSHS,344,115,33.4%,,
122092353,Council Rock SD,SD,1088,Churchville El Sch,539,58,10.8%,,
122092353,Council Rock SD,SD,5096,Council Rock HS North,1622,184,11.3%,,
122092353,Council Rock SD,SD,7749,Council Rock HS South,1995,275,13.8%,,
122092353,Council Rock SD,SD,1086,Goodnoe El Sch,689,74,10.7%,,
122092353,Council Rock SD,SD,7208,Hillcrest El Sch,464,60,12.9%,,
122092353,Council Rock SD,SD,4680,Holland El Sch,440,53,12.0%,,
122092353,Council Rock SD,SD,8447,Holland MS,911,119,13.1%,,
122092353,Council Rock SD,SD,7657,Maureen M Welch El Sch,524,50,9.5%,,
122092353,Council Rock SD,SD,7432,Newtown El Sch,592,54,9.1%,,
122092353,Council Rock SD,SD,6453,Newtown MS,826,77,9.3%,,
122092353,Council Rock SD,SD,1087,Richboro El Sch,361,30,8.3%,,
122092353,Council Rock SD,SD,5308,Rolling Hills El Sch,397,82,20.7%,,
122092353,Council Rock SD,SD,1130,Sol Feinstone El Sch,693,43,6.2%,,
122092353,Council Rock SD,SD,8469,Wrightstown El Sch,401,36,9.0%,,
106611303,Cranberry Area SD,SD,4098,Cranberry Area JSHS,551,232,42.1%,,
106611303,Cranberry Area SD,SD,6595,Cranberry El Sch,609,304,49.9%,,
105201352,Crawford Central SD,SD,5037,Cochranton El Sch,354,137,38.7%,,
105201352,Crawford Central SD,SD,1632,Cochranton JSHS,372,110,29.6%,,
105201352,Crawford Central SD,SD,1651,First District El Sch,337,213,63.2%,,
105201352,Crawford Central SD,SD,1654,Meadville Area SHS,778,360,46.3%,,
105201352,Crawford Central SD,SD,1653,Meadville MS,402,224,55.7%,,
105201352,Crawford Central SD,SD,1650,Neason Hill El Sch,319,154,48.3%,,
105201352,Crawford Central SD,SD,1645,Second District El Sch,328,244,74.4%,,
105201352,Crawford Central SD,SD,7194,West End El Sch,327,149,45.6%,,
105201407,Crawford County CTC,CTC,5179,Crawford County CTC,462,190,41.1%,,
118401403,Crestwood SD,SD,8446,Crestwood Secondary Campus,1430,344,24.1%,,
118401403,Crestwood SD,SD,2858,Fairview El Sch,603,211,35.0%,,
118401403,Crestwood SD,SD,5341,Rice El Sch,764,181,23.7%,,
112673300,Crispus Attucks CS,CS,7624,Crispus Attucks CS,67,67,100.0%,,
119354207,CTC of Lackawanna County,CTC,7290,CTC of Lackawanna County,720,693,96.3%,,
115211657,Cumberland Perry AVTS,CTC,5277,Cumberland Perry AVTS,1223,0,0.0%,,
115211603,Cumberland Valley SD,SD,1701,Cumberland Valley HS,2946,587,19.9%,,
115211603,Cumberland Valley SD,SD,6714,Eagle View MS,968,236,24.4%,,
115211603,Cumberland Valley SD,SD,1700,Green Ridge El Sch,546,99,18.1%,,
