county Name,AUN,LEA,School Code,School,Graduate Count,College Bound,Total College Bound %,2- or 4-Year College or University,2- Or 4-Year University %,Total Postsecondary Bound,Total Postsecondary Bound %,Non-Degree-Granting Postsecondary School,Non-Degree-Granting Postsecondary School %,Specialized Associate Degree Granting Institution,Specialized Assocate Degree Granting Institution %
,106616203,Oil City Area SD,4931,Oil City SHS,142,77,54.23%,75,52.82%,80,56.34%,3,2.11%,2,1.41%
,,,9999,Oil City Area SD,10,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,106617203,Titusville Area SD,1668,Titusville SHS,134,67,50.00%,60,44.78%,81,60.45%,14,10.45%,7,5.22%
,106618603,Valley Grove SD,4126,Rocky Grove JSHS,79,47,59.49%,29,36.71%,47,59.49%,0,0.00%,18,22.78%
Warren,105620001,Tidioute Community CS,7833,Tidioute Community CS,21,8,38.10%,8,38.10%,8,38.10%,0,0.00%,0,0.00%
,105628302,Warren County SD,4135,Youngsville HS,57,24,42.11%,23,40.35%,25,43.86%,1,1.75%,1,1.75%
,,,4143,Eisenhower M/HS,76,43,56.58%,37,48.68%,44,57.89%,1,1.32%,6,7.89%
,,,4146,Sheffield M/HS,35,15,42.86%,14,40.00%,16,45.71%,1,2.86%,1,2.86%
,,,4149,Warren Area HS,181,95,52.49%,90,49.72%,99,54.70%,4,2.21%,5,2.76%
Washington,101630504,Avella Area SD,4165,Avella Area JSHS,42,30,71.43%,23,54.76%,30,71.43%,0,0.00%,7,16.67%
,101630903,Bentworth SD,4188,Bentworth SHS,77,43,55.84%,43,55.84%,58,75.32%,15,19.48%,0,0.00%
,,,9999,Bentworth SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,101631003,Bethlehem-Center SD,4181,Bethlehem-Center SHS,104,70,67.31%,61,58.65%,72,69.23%,2,1.92%,9,8.65%
,,,9999,Bethlehem-Center SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,101631203,Burgettstown Area SD,4195,Burgettstown MS/HS,69,43,62.32%,43,62.32%,47,68.12%,4,5.80%,0,0.00%
,,,9999,Burgettstown Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,101631503,California Area SD,4203,California Area SHS,59,37,62.71%,37,62.71%,47,79.66%,10,16.95%,0,0.00%
,101631703,Canon-McMillan SD,4217,Canon-McMillan SHS,357,270,75.63%,270,75.63%,270,75.63%,0,0.00%,0,0.00%
,,,9999,Canon-McMillan SD,8,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,101631803,Charleroi SD,4715,Charleroi Area HS,93,63,67.74%,63,67.74%,63,67.74%,0,0.00%,0,0.00%
,,,9999,Charleroi SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,101631903,Chartiers-Houston SD,4235,Chartiers-Houston JSHS,70,50,71.43%,44,62.86%,55,78.57%,5,7.14%,6,8.57%
,101632403,Fort Cherry SD,4242,Fort Cherry JSHS,80,54,67.50%,51,63.75%,54,67.50%,0,0.00%,3,3.75%
,,,9999,Fort Cherry SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,101633903,McGuffey SD,4249,McGuffey HS,106,56,52.83%,51,48.11%,63,59.43%,7,6.60%,5,4.72%
,,,9999,McGuffey SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,101636503,Peters Township SD,5083,Peters Twp HS,372,345,92.74%,345,92.74%,354,95.16%,9,2.42%,0,0.00%
,,,9999,Peters Township SD,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,101637002,Ringgold SD,7019,Ringgold SHS,217,115,53.00%,113,52.07%,121,55.76%,6,2.76%,2,0.92%
,,,9999,Ringgold SD,11,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,101638003,Trinity Area SD,6012,Trinity SHS,249,178,71.49%,174,69.88%,178,71.49%,0,0.00%,4,1.61%
,101638803,Washington SD,4286,Washington HS,108,56,51.85%,53,49.07%,57,52.78%,1,0.93%,3,2.78%
,,,9999,Washington SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Wayne,119648703,Wayne Highlands SD,4295,Honesdale HS,167,101,60.48%,99,59.28%,106,63.47%,5,2.99%,2,1.20%
,,,9999,Wayne Highlands SD,5,3,60.00%,3,60.00%,3,60.00%,0,0.00%,0,0.00%
,119648903,Western Wayne SD,6704,Western Wayne HS,153,102,66.67%,102,66.67%,105,68.63%,3,1.96%,0,0.00%
,,,9999,Western Wayne SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Westmoreland,107650603,Belle Vernon Area SD,4930,Belle Vernon Area HS,185,126,68.11%,118,63.78%,135,72.97%,9,4.86%,8,4.32%
,,,9999,Belle Vernon Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,107650703,Burrell SD,4340,Burrell HS,143,114,79.72%,113,79.02%,115,80.42%,1,0.70%,1,0.70%
,107651603,Derry Area SD,4352,Derry Area SHS,150,109,72.67%,94,62.67%,110,73.33%,1,0.67%,15,10.00%
,,,9999,Derry Area SD,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,107652603,Franklin Regional SD,4360,Franklin Regional SHS,289,250,86.51%,249,86.16%,252,87.20%,2,0.69%,1,0.35%
,,,9999,Franklin Regional SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,107653040,Dr Robert Ketterer CS Inc,7550,Dr Robert Ketterer CS Inc,42,24,57.14%,24,57.14%,32,76.19%,8,19.05%,0,0.00%
,107653102,Greater Latrobe SD,4845,Greater Latrobe SHS,303,234,77.23%,227,74.92%,237,78.22%,3,0.99%,7,2.31%
,,,9999,Greater Latrobe SD,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,107653203,Greensburg Salem SD,4373,Greensburg-Salem HS,185,136,73.51%,135,72.97%,136,73.51%,0,0.00%,1,0.54%
,107653802,Hempfield Area SD,4404,Hempfield Area SHS,427,337,78.92%,327,76.58%,344,80.56%,7,1.64%,10,2.34%
,,,9999,Hempfield Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,107654103,Jeannette City SD,8421,Jeannette HS,50,36,72.00%,28,56.00%,36,72.00%,0,0.00%,8,16.00%
,,,9999,Jeannette City SD,3,2,66.67%,1,33.33%,2,66.67%,0,0.00%,1,33.33%
,107654403,Kiski Area SD,4431,Kiski Area HS,292,188,64.38%,182,62.33%,193,66.10%,5,1.71%,6,2.05%
,107654903,Ligonier Valley SD,4442,Ligonier Valley HS,130,96,73.85%,90,69.23%,100,76.92%,4,3.08%,6,4.62%
,,,9999,Ligonier Valley SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,107655803,Monessen City SD,6181,Monessen SHS,52,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,9999,Monessen City SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,107655903,Mount Pleasant Area SD,4458,Mount Pleasant Area HS,149,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,9999,Mount Pleasant Area SD,9,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,107656303,New Kensington-Arnold SD,8323,Valley JSHS,119,69,57.98%,65,54.62%,77,64.71%,8,6.72%,4,3.36%
,,,9999,New Kensington-Arnold SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,107656502,Norwin SD,4717,Norwin SHS,387,311,80.36%,303,78.29%,314,81.14%,3,0.78%,8,2.07%
,,,9999,Norwin SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,107657103,Penn-Trafford SD,6648,Penn Trafford HS,314,268,85.35%,263,83.76%,270,85.99%,2,0.64%,5,1.59%
,107657503,Southmoreland SD,6191,Southmoreland SHS,122,63,51.64%,59,48.36%,65,53.28%,2,1.64%,4,3.28%
,,,9999,Southmoreland SD,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,107658903,Yough SD,4735,Yough SHS,145,97,66.90%,97,66.90%,105,72.41%,8,5.52%,0,0.00%
,,,9999,Yough SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Wyoming,118667503,Tunkhannock Area SD,5271,Tunkhannock HS,198,110,55.56%,110,55.56%,123,62.12%,13,6.57%,0,0.00%
,119665003,Lackawanna Trail SD,4528,Lackawanna Trail JSHS,60,39,65.00%,39,65.00%,40,66.67%,1,1.67%,0,0.00%
,,,9999,Lackawanna Trail SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
York,112671303,Central York SD,4545,Central York HS,481,373,77.55%,356,74.01%,385,80.04%,12,2.49%,17,3.53%
,,,9999,Central York SD,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,112671603,Dallastown Area SD,4553,Dallastown Area SHS,494,380,76.92%,372,75.30%,389,78.74%,9,1.82%,8,1.62%
,,,9999,Dallastown Area SD,12,4,33.33%,2,16.67%,4,33.33%,0,0.00%,2,16.67%
,112671803,Dover Area SD,4558,Dover Area HS,230,146,63.48%,141,61.30%,151,65.65%,5,2.17%,5,2.17%
,,,9999,Dover Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,112672203,Eastern York SD,4564,Eastern York HS,143,94,65.73%,86,60.14%,97,67.83%,3,2.10%,8,5.59%
,,,9999,Eastern York SD,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,112672803,Hanover Public SD,4571,Hanover SHS,109,55,50.46%,55,50.46%,55,50.46%,0,0.00%,0,0.00%
,,,9999,Hanover Public SD,15,1,6.67%,1,6.67%,1,6.67%,0,0.00%,0,0.00%
,112673300,Crispus Attucks CS,7624,Crispus Attucks CS,62,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,112674403,Northeastern York SD,4577,Northeastern SHS,262,190,72.52%,185,70.61%,195,74.43%,5,1.91%,5,1.91%
,,,9999,Northeastern York SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,112675503,Red Lion Area SD,4598,Red Lion Area SHS,355,234,65.92%,225,63.38%,243,68.45%,9,2.54%,9,2.54%
,,,9999,Red Lion Area SD,16,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,112676203,South Eastern SD,4602,Kennard-Dale HS,173,122,70.52%,118,68.21%,124,71.68%,2,1.16%,4,2.31%
,,,9999,South Eastern SD,7,0,0.00%,0,0.00%,3,42.86%,3,42.86%,0,0.00%
,112676403,South Western SD,4608,South Western SHS,280,183,65.36%,180,64.29%,196,70.00%,13,4.64%,3,1.07%
,,,9999,South Western SD,11,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,112676503,Southern York County SD,4614,Susquehannock HS,228,182,79.82%,182,79.82%,186,81.58%,4,1.75%,0,0.00%
,,,9999,Southern York County SD,7,1,14.29%,1,14.29%,1,14.29%,0,0.00%,0,0.00%
,112676703,Spring Grove Area SD,4623,Spring Grove Area HS,253,153,60.47%,145,57.31%,158,62.45%,5,1.98%,8,3.16%
,,,9999,Spring Grove Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,112678503,West York Area SD,6705,West York Area HS,191,142,74.35%,138,72.25%,150,78.53%,8,4.19%,4,2.09%
,,,9999,West York Area SD,14,1,7.14%,1,7.14%,1,7.14%,0,0.00%,0,0.00%
,112679002,York City SD,4647,William Penn SHS,234,196,83.76%,192,82.05%,200,85.47%,4,1.71%,4,1.71%
,,,9999,York City SD,9,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,112679107,York Co School of Technology,5168,York Co School of Technology,350,130,37.14%,124,35.43%,132,37.71%,2,0.57%,6,1.71%
,112679403,York Suburban SD,4658,York Suburban SHS,192,158,82.29%,158,82.29%,162,84.38%,4,2.08%,0,0.00%
,,,9999,York Suburban SD,13,5,38.46%,4,30.77%,6,46.15%,1,7.69%,1,7.69%
,115219002,West Shore SD,1732,Cedar Cliff HS,292,189,64.73%,189,64.73%,189,64.73%,0,0.00%,0,0.00%
,,,4704,Red Land SHS,277,193,69.68%,189,68.23%,194,70.04%,1,0.36%,4,1.44%
,,,9999,West Shore SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,115674603,Northern York County SD,6345,Northern HS,231,171,74.03%,165,71.43%,174,75.32%,3,1.30%,6,2.60%
,,,9999,Northern York County SD,6,0,0.00%,0,0.00%,1,16.67%,1,16.67%,0,0.00%
Overall,,,,,"125,515","84,445",67.28%,"82,185",65.48%,"87,062",69.36%,"2,617",2.09%,"2,260",1.80%
"Jun 30, 202011:23:25 AM",,,,,,- 2 -,,,,,www.pimsreports.pa.gov,,,,
