county,AUN,LEA,SCHOOL CODE,SCHOOL,GRADUATE COUNT,COLLEGE BOUND,TOTAL COLLEGE BOUND %,2- OR 4-YEAR COLLEGE OR UNIVERSITY,2- OR 4-YEAR UNIVERSITY %,TOTAL POSTSECONDARY BOUND,TOTAL POSTSECONDARY BOUND %,NON-DEGREE-GRANTING POSTSECONDARY SCHOOL,NON-DEGREE-GRANTING POSTSECONDARY SCHOOL %,SPECIALIZED ASSOCIATE DEGREE GRANTING INSTITUTION,SPECIALIZED ASSOCIATE DEGREE GRANTING INSTITUTION %
,,,8412,Building 21 Allentown,80,43,53.75%,43,53.75%,48,60.00%,5,6.25%,0,0.00%
,,,9999,Allentown City SD,138,1,0.72%,1,0.72%,2,1.45%,1,0.72%,0,0.00%
,,Allentown City SD,,,"1,199",502,41.87%,493,41.12%,544,45.37%,42,3.50%,9,0.75%
,121391303,Catasauqua Area SD,2798,Catasauqua SHS,124,71,57.26%,67,54.03%,71,57.26%,0,0.00%,4,3.23%
,,Catasauqua Area SD,,,124,71,57.26%,67,54.03%,71,57.26%,0,0.00%,4,3.23%
,121392303,East Penn SD,2809,Emmaus HS,658,511,77.66%,510,77.51%,521,79.18%,10,1.52%,1,0.15%
,,,9999,East Penn SD,14,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,East Penn SD,,,672,511,76.04%,510,75.89%,521,77.53%,10,1.49%,1,0.15%
,121393330,Roberto Clemente CS,8401,Roberto Clemente CS,37,23,62.16%,23,62.16%,27,72.97%,4,10.81%,0,0.00%
,,Roberto Clemente CS,,,37,23,62.16%,23,62.16%,27,72.97%,4,10.81%,0,0.00%
,121394503,Northern Lehigh SD,2818,Northern Lehigh SHS,104,63,60.58%,63,60.58%,64,61.54%,1,0.96%,0,0.00%
,,,9999,Northern Lehigh SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Northern Lehigh SD,,,105,63,60.00%,63,60.00%,64,60.95%,1,0.95%,0,0.00%
,121394603,Northwestern Lehigh SD,2821,Northwestern Lehigh HS,186,153,82.26%,149,80.11%,154,82.80%,1,0.54%,4,2.15%
,,,9999,Northwestern Lehigh SD,1,1,100.00%,1,100.00%,1,100.00%,0,0.00%,0,0.00%
,,Northwestern Lehigh SD,,,187,154,82.35%,150,80.21%,155,82.89%,1,0.53%,4,2.14%
,121395103,Parkland SD,2829,Parkland HS,777,643,82.75%,642,82.63%,654,84.17%,11,1.42%,1,0.13%
,,,9999,Parkland SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Parkland SD,,,779,643,82.54%,642,82.41%,654,83.95%,11,1.41%,1,0.13%
,121395526,Innovative Arts Academy CS,8371,Innovative Arts Academy CS,55,4,7.27%,4,7.27%,4,7.27%,0,0.00%,0,0.00%
,,Innovative Arts Academy CS,,,55,4,7.27%,4,7.27%,4,7.27%,0,0.00%,0,0.00%
,121395603,Salisbury Township SD,2833,Salisbury SHS,108,81,75.00%,79,73.15%,81,75.00%,0,0.00%,2,1.85%
,,Salisbury Township SD,,,108,81,75.00%,79,73.15%,81,75.00%,0,0.00%,2,1.85%
,121395703,Southern Lehigh SD,2839,Southern Lehigh SHS,264,207,78.41%,206,78.03%,212,80.30%,5,1.89%,1,0.38%
,,,9999,Southern Lehigh SD,4,3,75.00%,3,75.00%,3,75.00%,0,0.00%,0,0.00%
,,Southern Lehigh SD,,,268,210,78.36%,209,77.99%,215,80.22%,5,1.87%,1,0.37%
,121397803,Whitehall-Coplay SD,2848,Whitehall HS,385,260,67.53%,244,63.38%,260,67.53%,0,0.00%,16,4.16%
,,,9999,Whitehall-Coplay SD,4,1,25.00%,1,25.00%,1,25.00%,0,0.00%,0,0.00%
,,Whitehall-Coplay SD,,,389,261,67.10%,245,62.98%,261,67.10%,0,0.00%,16,4.11%
,121398065,Executive Education Academy CS,8325,Executive Education Academy CS,102,66,64.71%,63,61.76%,69,67.65%,3,2.94%,3,2.94%
,,Executive Education Academy CS,,,102,66,64.71%,63,61.76%,69,67.65%,3,2.94%,3,2.94%
,175390169,Lincoln Leadership Academy CS,8125,Lincoln Leadership Academy CS,52,47,90.38%,47,90.38%,49,94.23%,2,3.85%,0,0.00%
,,Lincoln Leadership Academy CS,,,52,47,90.38%,47,90.38%,49,94.23%,2,3.85%,0,0.00%
Lehigh,,,,,"4,077","2,636",64.66%,"2,595",63.65%,"2,715",66.59%,79,1.94%,41,1.01%
Luzerne,118401403,Crestwood SD,8446,Crestwood Secondary Campus,258,186,72.09%,184,71.32%,187,72.48%,1,0.39%,2,0.78%
,,,9999,Crestwood SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Crestwood SD,,,259,186,71.81%,184,71.04%,187,72.20%,1,0.39%,2,0.77%
,118401603,Dallas SD,2869,Dallas SHS,181,139,76.80%,139,76.80%,141,77.90%,2,1.10%,0,0.00%
,,,9999,Dallas SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Dallas SD,,,185,139,75.14%,139,75.14%,141,76.22%,2,1.08%,0,0.00%
,118402603,Greater Nanticoke Area SD,5242,Greater Nanticoke Area SHS,161,87,54.04%,87,54.04%,87,54.04%,0,0.00%,0,0.00%
,,,9999,Greater Nanticoke Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Greater Nanticoke Area SD,,,163,87,53.37%,87,53.37%,87,53.37%,0,0.00%,0,0.00%
,118403003,Hanover Area SD,2891,Hanover Area JSHS,151,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,9999,Hanover Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Hanover Area SD,,,153,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,118403302,Hazleton Area SD,7348,Hazleton Area HS,756,354,46.83%,343,45.37%,382,50.53%,28,3.70%,11,1.46%
,,,9999,Hazleton Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Hazleton Area SD,,,757,354,46.76%,343,45.31%,382,50.46%,28,3.70%,11,1.45%
,118403903,Lake-Lehman SD,2924,Lake-Lehman JSHS,144,110,76.39%,110,76.39%,116,80.56%,6,4.17%,0,0.00%
,,Lake-Lehman SD,,,144,110,76.39%,110,76.39%,116,80.56%,6,4.17%,0,0.00%
,118406003,Northwest Area SD,2958,Northwest Area HS,80,48,60.00%,48,60.00%,54,67.50%,6,7.50%,0,0.00%
,,,9999,Northwest Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Northwest Area SD,,,82,48,58.54%,48,58.54%,54,65.85%,6,7.32%,0,0.00%
,118406602,Pittston Area SD,5058,Pittston Area SHS,245,180,73.47%,179,73.06%,183,74.69%,3,1.22%,1,0.41%
,,Pittston Area SD,,,245,180,73.47%,179,73.06%,183,74.69%,3,1.22%,1,0.41%
,118408707,West Side CTC,5059,West Side CTC,96,25,26.04%,25,26.04%,26,27.08%,1,1.04%,0,0.00%
,,West Side CTC,,,96,25,26.04%,25,26.04%,26,27.08%,1,1.04%,0,0.00%
,118408852,Wilkes-Barre Area SD,8448,Wilkes-Barre Area SD STEM Academy,20,20,100.00%,20,100.00%,20,100.00%,0,0.00%,0,0.00%
,,,8495,Wilkes-Barre Area HS,487,247,50.72%,231,47.43%,247,50.72%,0,0.00%,16,3.29%
,,,9999,Wilkes-Barre Area SD,29,2,6.90%,2,6.90%,2,6.90%,0,0.00%,0,0.00%
,,Wilkes-Barre Area SD,,,536,269,50.19%,253,47.20%,269,50.19%,0,0.00%,16,2.99%
,118409203,Wyoming Area SD,6390,Wyoming Area Sec Ctr,174,136,78.16%,136,78.16%,136,78.16%,0,0.00%,0,0.00%
,,,9999,Wyoming Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Wyoming Area SD,,,176,136,77.27%,136,77.27%,136,77.27%,0,0.00%,0,0.00%
,118409302,Wyoming Valley West SD,6391,Wyoming Valley West SHS,328,175,53.35%,175,53.35%,181,55.18%,6,1.83%,0,0.00%
,,,9999,Wyoming Valley West SD,14,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Wyoming Valley West SD,,,342,175,51.17%,175,51.17%,181,52.92%,6,1.75%,0,0.00%
Luzerne,,,,,"3,138","1,709",54.46%,"1,679",53.51%,"1,762",56.15%,53,1.69%,30,0.96%
Lycoming,117412003,East Lycoming SD,6364,Hughesville JSHS,96,48,50.00%,48,50.00%,52,54.17%,4,4.17%,0,0.00%
,,East Lycoming SD,,,96,48,50.00%,48,50.00%,52,54.17%,4,4.17%,0,0.00%
,117414003,Jersey Shore Area SD,3034,Jersey Shore Area SHS,149,79,53.02%,79,53.02%,81,54.36%,2,1.34%,0,0.00%
,,Jersey Shore Area SD,,,149,79,53.02%,79,53.02%,81,54.36%,2,1.34%,0,0.00%
,117414203,Loyalsock Township SD,4828,Loyalsock Twp SHS,110,71,64.55%,70,63.64%,72,65.45%,1,0.91%,1,0.91%
,,Loyalsock Township SD,,,110,71,64.55%,70,63.64%,72,65.45%,1,0.91%,1,0.91%
,117415004,Montgomery Area SD,3040,Montgomery JSHS,61,37,60.66%,30,49.18%,38,62.30%,1,1.64%,7,11.48%
,,,9999,Montgomery Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Montgomery Area SD,,,63,37,58.73%,30,47.62%,38,60.32%,1,1.59%,7,11.11%
,117415103,Montoursville Area SD,3045,Montoursville Area SHS,129,94,72.87%,93,72.09%,98,75.97%,4,3.10%,1,0.78%
,,Montoursville Area SD,,,129,94,72.87%,93,72.09%,98,75.97%,4,3.10%,1,0.78%
,117415303,Muncy SD,3048,Muncy JSHS,79,40,50.63%,40,50.63%,40,50.63%,0,0.00%,0,0.00%
,,,9999,Muncy SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Muncy SD,,,80,40,50.00%,40,50.00%,40,50.00%,0,0.00%,0,0.00%
,117416103,South Williamsport Area SD,3056,South Williamsport Area JSHS,102,58,56.86%,58,56.86%,61,59.80%,3,2.94%,0,0.00%
,,South Williamsport Area SD,,,102,58,56.86%,58,56.86%,61,59.80%,3,2.94%,0,0.00%
,117417202,Williamsport Area SD,6368,Williamsport Area SHS,310,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,9999,Williamsport Area SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Williamsport Area SD,,,314,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Lycoming,,,,,"1,043",427,40.94%,418,40.08%,442,42.38%,15,1.44%,9,0.86%
McKean,109420803,Bradford Area SD,4691,Bradford Area HS,160,89,55.63%,75,46.88%,90,56.25%,1,0.63%,14,8.75%
,,Bradford Area SD,,,160,89,55.63%,75,46.88%,90,56.25%,1,0.63%,14,8.75%
,109422303,Kane Area SD,5245,Kane Area HS,74,39,52.70%,32,43.24%,43,58.11%,4,5.41%,7,9.46%
,,,9999,Kane Area SD,1,1,100.00%,0,0.00%,1,100.00%,0,0.00%,1,100.00%
,,Kane Area SD,,,75,40,53.33%,32,42.67%,44,58.67%,4,5.33%,8,10.67%
,109426003,Otto-Eldred SD,3107,Otto-Eldred JSHS,35,21,60.00%,21,60.00%,21,60.00%,0,0.00%,0,0.00%
,,Otto-Eldred SD,,,35,21,60.00%,21,60.00%,21,60.00%,0,0.00%,0,0.00%
,109426303,Port Allegany SD,3111,Port Allegany JSHS,58,28,48.28%,28,48.28%,29,50.00%,1,1.72%,0,0.00%
,,,9999,Port Allegany SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Port Allegany SD,,,60,28,46.67%,28,46.67%,29,48.33%,1,1.67%,0,0.00%
,109427503,Smethport Area SD,3117,Smethport Area JSHS,42,34,80.95%,34,80.95%,34,80.95%,0,0.00%,0,0.00%
,,Smethport Area SD,,,42,34,80.95%,34,80.95%,34,80.95%,0,0.00%,0,0.00%
McKean,,,,,372,212,56.99%,190,51.08%,218,58.60%,6,1.61%,22,5.91%
Mercer,104431304,Commodore Perry SD,6122,Commodore Perry JSHS,30,16,53.33%,12,40.00%,16,53.33%,0,0.00%,4,13.33%
,,Commodore Perry SD,,,30,16,53.33%,12,40.00%,16,53.33%,0,0.00%,4,13.33%
,104432503,Farrell Area SD,5248,Farrell Area HS/UMS,45,20,44.44%,20,44.44%,36,80.00%,16,35.56%,0,0.00%
,,Farrell Area SD,,,45,20,44.44%,20,44.44%,36,80.00%,16,35.56%,0,0.00%
,104432803,Greenville Area SD,3137,Greenville JSHS,102,49,48.04%,46,45.10%,60,58.82%,11,10.78%,3,2.94%
,,Greenville Area SD,,,102,49,48.04%,46,45.10%,60,58.82%,11,10.78%,3,2.94%
,104432830,Keystone Education Center CS,7506,Keystone Education Center CS,30,4,13.33%,2,6.67%,5,16.67%,1,3.33%,2,6.67%
,,Keystone Education Center CS,,,30,4,13.33%,2,6.67%,5,16.67%,1,3.33%,2,6.67%
,104432903,Grove City Area SD,3145,Grove City Area HS,150,112,74.67%,104,69.33%,115,76.67%,3,2.00%,8,5.33%
,,,6125,Grove City Area George Jr HS,6,1,16.67%,1,16.67%,1,16.67%,0,0.00%,0,0.00%
,,Grove City Area SD,,,156,113,72.44%,105,67.31%,116,74.36%,3,1.92%,8,5.13%
,104433303,Hermitage SD,3150,Hickory HS,151,110,72.85%,106,70.20%,113,74.83%,3,1.99%,4,2.65%
,,,9999,Hermitage SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Hermitage SD,,,154,110,71.43%,106,68.83%,113,73.38%,3,1.95%,4,2.60%
,104433604,Jamestown Area SD,6126,Jamestown Area JSHS,40,26,65.00%,25,62.50%,27,67.50%,1,2.50%,1,2.50%
,,Jamestown Area SD,,,40,26,65.00%,25,62.50%,27,67.50%,1,2.50%,1,2.50%
,104433903,Lakeview SD,8481,Lakeview Middle-HS,83,39,46.99%,39,46.99%,41,49.40%,2,2.41%,0,0.00%
,,Lakeview SD,,,83,39,46.99%,39,46.99%,41,49.40%,2,2.41%,0,0.00%
,104435003,Mercer Area SD,3158,Mercer Area SHS,72,34,47.22%,33,45.83%,45,62.50%,11,15.28%,1,1.39%
,,,9999,Mercer Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Mercer Area SD,,,73,34,46.58%,33,45.21%,45,61.64%,11,15.07%,1,1.37%
,104435303,Reynolds SD,3165,Reynolds JSHS,82,54,65.85%,48,58.54%,57,69.51%,3,3.66%,6,7.32%
,,Reynolds SD,,,82,54,65.85%,48,58.54%,57,69.51%,3,3.66%,6,7.32%
,104435603,Sharon City SD,8093,Sharon HS,103,56,54.37%,56,54.37%,56,54.37%,0,0.00%,0,0.00%
,,Sharon City SD,,,103,56,54.37%,56,54.37%,56,54.37%,0,0.00%,0,0.00%
,104435703,Sharpsville Area SD,3124,Sharpsville Area SHS,113,74,65.49%,74,65.49%,75,66.37%,1,0.88%,0,0.00%
,,Sharpsville Area SD,,,113,74,65.49%,74,65.49%,75,66.37%,1,0.88%,0,0.00%
,104437503,West Middlesex Area SD,6129,West Middlesex Area JSHS,68,36,52.94%,33,48.53%,37,54.41%,1,1.47%,3,4.41%
,,West Middlesex Area SD,,,68,36,52.94%,33,48.53%,37,54.41%,1,1.47%,3,4.41%
Mercer,,,,,"1,079",631,58.48%,599,55.51%,684,63.39%,53,4.91%,32,2.97%
Mifflin,111444602,Mifflin County SD,8187,Mifflin Co HS,320,131,40.94%,114,35.63%,131,40.94%,0,0.00%,17,5.31%
,,Mifflin County SD,,,320,131,40.94%,114,35.63%,131,40.94%,0,0.00%,17,5.31%
Mifflin,,,,,320,131,40.94%,114,35.63%,131,40.94%,0,0.00%,17,5.31%
Monroe,120450003,Evergreen Community CS,7866,Evergreen Community CS,16,15,93.75%,15,93.75%,15,93.75%,0,0.00%,0,0.00%
,,Evergreen Community CS,,,16,15,93.75%,15,93.75%,15,93.75%,0,0.00%,0,0.00%
,120452003,East Stroudsburg Area SD,6935,East Stroudsburg SHS South,346,236,68.21%,233,67.34%,240,69.36%,4,1.16%,3,0.87%
,,,7641,East Stroudsburg SHS North,237,87,36.71%,87,36.71%,87,36.71%,0,0.00%,0,0.00%
,,,9999,East Stroudsburg Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,East Stroudsburg Area SD,,,585,323,55.21%,320,54.70%,327,55.90%,4,0.68%,3,0.51%
,120455203,Pleasant Valley SD,3210,Pleasant Valley HS,300,145,48.33%,133,44.33%,148,49.33%,3,1.00%,12,4.00%
,,,9999,Pleasant Valley SD,5,2,40.00%,2,40.00%,2,40.00%,0,0.00%,0,0.00%
,,Pleasant Valley SD,,,305,147,48.20%,135,44.26%,150,49.18%,3,0.98%,12,3.93%
,120455403,Pocono Mountain SD,3216,Pocono Mountain East HS,325,204,62.77%,202,62.15%,208,64.00%,4,1.23%,2,0.62%
,,,7738,Pocono Mountain West HS,409,171,41.81%,167,40.83%,178,43.52%,7,1.71%,4,0.98%
,,,9999,Pocono Mountain SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Pocono Mountain SD,,,735,375,51.02%,369,50.20%,386,52.52%,11,1.50%,6,0.82%
,120456003,Stroudsburg Area SD,3224,Stroudsburg HS,363,164,45.18%,164,45.18%,164,45.18%,0,0.00%,0,0.00%
,,Stroudsburg Area SD,,,363,164,45.18%,164,45.18%,164,45.18%,0,0.00%,0,0.00%
Monroe,,,,,"2,004","1,024",51.10%,"1,003",50.05%,"1,042",52.00%,18,0.90%,21,1.05%
Montgomery,123460001,Pennsylvania Virtual CS,7687,Pennsylvania Virtual CS,209,78,37.32%,77,36.84%,89,42.58%,11,5.26%,1,0.48%
,,Pennsylvania Virtual CS,,,209,78,37.32%,77,36.84%,89,42.58%,11,5.26%,1,0.48%
,123460302,Abington SD,3241,Abington SHS,629,401,63.75%,396,62.96%,412,65.50%,11,1.75%,5,0.79%
,,,9999,Abington SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Abington SD,,,631,401,63.55%,396,62.76%,412,65.29%,11,1.74%,5,0.79%
,123461302,Cheltenham SD,3260,Cheltenham HS,337,251,74.48%,251,74.48%,274,81.31%,23,6.82%,0,0.00%
,,,9999,Cheltenham SD,10,2,20.00%,2,20.00%,2,20.00%,0,0.00%,0,0.00%
,,Cheltenham SD,,,347,253,72.91%,253,72.91%,276,79.54%,23,6.63%,0,0.00%
,123461602,Colonial SD,3333,Plymouth-Whitemarsh SHS,355,291,81.97%,288,81.13%,294,82.82%,3,0.85%,3,0.85%
,,,9999,Colonial SD,11,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Colonial SD,,,366,291,79.51%,288,78.69%,294,80.33%,3,0.82%,3,0.82%
,123463603,Hatboro-Horsham SD,3272,Hatboro-Horsham SHS,350,290,82.86%,289,82.57%,296,84.57%,6,1.71%,1,0.29%
,,,9999,Hatboro-Horsham SD,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Hatboro-Horsham SD,,,355,290,81.69%,289,81.41%,296,83.38%,6,1.69%,1,0.28%
,123463803,Jenkintown SD,8049,Jenkintown Middle/High School,48,42,87.50%,42,87.50%,43,89.58%,1,2.08%,0,0.00%
,,,9999,Jenkintown SD,1,1,100.00%,1,100.00%,1,100.00%,0,0.00%,0,0.00%
,,Jenkintown SD,,,49,43,87.76%,43,87.76%,44,89.80%,1,2.04%,0,0.00%
,123464502,Lower Merion SD,3295,Lower Merion HS,370,331,89.46%,331,89.46%,331,89.46%,0,0.00%,0,0.00%
,,,3296,Harriton SHS,302,290,96.03%,288,95.36%,290,96.03%,0,0.00%,2,0.66%
,,,9999,Lower Merion SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Lower Merion SD,,,676,621,91.86%,619,91.57%,621,91.86%,0,0.00%,2,0.30%
,123464603,Lower Moreland Township SD,4960,Lower Moreland HS,177,160,90.40%,160,90.40%,160,90.40%,0,0.00%,0,0.00%
,,Lower Moreland Township SD,,,177,160,90.40%,160,90.40%,160,90.40%,0,0.00%,0,0.00%
,123465303,Methacton SD,3305,Methacton HS,439,380,86.56%,377,85.88%,386,87.93%,6,1.37%,3,0.68%
,,,9999,Methacton SD,4,0,0.00%,0,0.00%,1,25.00%,1,25.00%,0,0.00%
,,Methacton SD,,,443,380,85.78%,377,85.10%,387,87.36%,7,1.58%,3,0.68%
,123465602,Norristown Area SD,6729,Norristown Area HS,424,246,58.02%,223,52.59%,246,58.02%,0,0.00%,23,5.42%
,,,6998,Roosevelt Campus of the Norristown Area,52,10,19.23%,9,17.31%,10,19.23%,0,0.00%,1,1.92%
,,,9999,Norristown Area SD,8,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Norristown Area SD,,,484,256,52.89%,232,47.93%,256,52.89%,0,0.00%,24,4.96%
,123465702,North Penn SD,5345,North Penn SHS,999,727,72.77%,724,72.47%,733,73.37%,6,0.60%,3,0.30%
,,,9999,North Penn SD,14,4,28.57%,4,28.57%,4,28.57%,0,0.00%,0,0.00%
,,North Penn SD,,,"1,013",731,72.16%,728,71.87%,737,72.75%,6,0.59%,3,0.30%
,123466103,Perkiomen Valley SD,3328,Perkiomen Valley HS,464,368,79.31%,366,78.88%,374,80.60%,6,1.29%,2,0.43%
,,,9999,Perkiomen Valley SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Perkiomen Valley SD,,,468,368,78.63%,366,78.21%,374,79.91%,6,1.28%,2,0.43%
,123466303,Pottsgrove SD,3338,Pottsgrove SHS,234,71,30.34%,71,30.34%,74,31.62%,3,1.28%,0,0.00%
,,,9999,Pottsgrove SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Pottsgrove SD,,,237,71,29.96%,71,29.96%,74,31.22%,3,1.27%,0,0.00%
,123466403,Pottstown SD,3348,Pottstown SHS,176,69,39.20%,69,39.20%,94,53.41%,25,14.20%,0,0.00%
,,Pottstown SD,,,176,69,39.20%,69,39.20%,94,53.41%,25,14.20%,0,0.00%
,123467103,Souderton Area SD,3354,Souderton Area SHS,496,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,9999,Souderton Area SD,8,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Souderton Area SD,,,504,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,123467203,Springfield Township SD,3376,Springfield Twp HS,177,119,67.23%,119,67.23%,120,67.80%,1,0.56%,0,0.00%
,,,9999,Springfield Township SD,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Springfield Township SD,,,182,119,65.38%,119,65.38%,120,65.93%,1,0.55%,0,0.00%
,123467303,Spring-Ford Area SD,3367,Spring-Ford SHS 9-12 Ctr,618,535,86.57%,535,86.57%,545,88.19%,10,1.62%,0,0.00%
,,,9999,Spring-Ford Area SD,7,2,28.57%,2,28.57%,3,42.86%,1,14.29%,0,0.00%
,,Spring-Ford Area SD,,,625,537,85.92%,537,85.92%,548,87.68%,11,1.76%,0,0.00%
,123468303,Upper Dublin SD,5078,Upper Dublin HS,331,304,91.84%,302,91.24%,304,91.84%,0,0.00%,2,0.60%
,,,9999,Upper Dublin SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Upper Dublin SD,,,332,304,91.57%,302,90.96%,304,91.57%,0,0.00%,2,0.60%
,123468402,Upper Merion Area SD,3395,Upper Merion HS,271,218,80.44%,216,79.70%,219,80.81%,1,0.37%,2,0.74%
,,,9999,Upper Merion Area SD,17,2,11.76%,2,11.76%,2,11.76%,0,0.00%,0,0.00%
,,Upper Merion Area SD,,,288,220,76.39%,218,75.69%,221,76.74%,1,0.35%,2,0.69%
,123468503,Upper Moreland Township SD,3401,Upper Moreland HS,251,179,71.31%,177,70.52%,179,71.31%,0,0.00%,2,0.80%
,,,9999,Upper Moreland Township SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Upper Moreland Township SD,,,253,179,70.75%,177,69.96%,179,70.75%,0,0.00%,2,0.79%
,123468603,Upper Perkiomen SD,5081,Upper Perkiomen HS,230,140,60.87%,137,59.57%,140,60.87%,0,0.00%,3,1.30%
,,,9999,Upper Perkiomen SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Upper Perkiomen SD,,,232,140,60.34%,137,59.05%,140,60.34%,0,0.00%,3,1.29%
,123469303,Wissahickon SD,3247,Wissahickon SHS,350,305,87.14%,305,87.14%,306,87.43%,1,0.29%,0,0.00%
,,,9999,Wissahickon SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Wissahickon SD,,,353,305,86.40%,305,86.40%,306,86.69%,1,0.28%,0,0.00%
,126510020,Agora Cyber CS,7858,Agora Cyber CS,526,161,30.61%,156,29.66%,177,33.65%,16,3.04%,5,0.95%
,,,9999,Agora Cyber CS,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Agora Cyber CS,,,528,161,30.49%,156,29.55%,177,33.52%,16,3.03%,5,0.95%
Montgomery,,,,,"8,928","5,977",66.95%,"5,919",66.30%,"6,109",68.43%,132,1.48%,58,0.65%
Montour,116471803,Danville Area SD,3425,Danville Area SHS,162,101,62.35%,101,62.35%,103,63.58%,2,1.23%,0,0.00%
,,Danville Area SD,,,162,101,62.35%,101,62.35%,103,63.58%,2,1.23%,0,0.00%
Montour,,,,,162,101,62.35%,101,62.35%,103,63.58%,2,1.23%,0,0.00%
Northampton,120480002,Lehigh Valley Academy Regional CS,7681,Lehigh Valley Academy Regional CS,91,74,81.32%,74,81.32%,74,81.32%,0,0.00%,0,0.00%
,,,9999,Lehigh Valley Academy Regional CS,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Lehigh Valley Academy Regional CS,,,94,74,78.72%,74,78.72%,74,78.72%,0,0.00%,0,0.00%
,120480803,Bangor Area SD,3434,Bangor Area HS,217,150,69.12%,150,69.12%,150,69.12%,0,0.00%,0,0.00%
,,,9999,Bangor Area SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Bangor Area SD,,,220,150,68.18%,150,68.18%,150,68.18%,0,0.00%,0,0.00%
,120481002,Bethlehem Area SD,3465,Liberty HS,579,348,60.10%,341,58.89%,356,61.49%,8,1.38%,7,1.21%
,,,4957,Freedom HS,459,300,65.36%,288,62.75%,308,67.10%,8,1.74%,12,2.61%
,,,9999,Bethlehem Area SD,5,1,20.00%,1,20.00%,1,20.00%,0,0.00%,0,0.00%
,,Bethlehem Area SD,,,"1,043",649,62.22%,630,60.40%,665,63.76%,16,1.53%,19,1.82%
,120483170,Lehigh Valley Charter High School for th,7634,Lehigh Valley Charter High School for th,152,114,75.00%,114,75.00%,114,75.00%,0,0.00%,0,0.00%
,,Lehigh Valley Charter High School for th,,,152,114,75.00%,114,75.00%,114,75.00%,0,0.00%,0,0.00%
,120483302,Easton Area SD,3482,Easton Area HS,594,392,65.99%,392,65.99%,397,66.84%,5,0.84%,0,0.00%
,,Easton Area SD,,,594,392,65.99%,392,65.99%,397,66.84%,5,0.84%,0,0.00%
,120484803,Nazareth Area SD,3495,Nazareth Area HS,364,288,79.12%,288,79.12%,294,80.77%,6,1.65%,0,0.00%
,,,9999,Nazareth Area SD,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
